Title,Company,Experience,Salary,Location,Skills,Link,Skills_List,Experience_Years
branch intern trainee,muthoot finance,0-1 yrs,Not Disclosed,tamil nadu,cross sell training kyc customer relationship management customer relationship relationship management crm cross selling,https://www.naukri.com/job-listings-branch-intern-trainee-muthoot-finance-ltd-tamil-nadu-0-to-1-years-010425904814,['cross sell training kyc customer relationship management customer relationship relationship management crm cross selling'],0
pre production engineer  bangalore hoskote  fresher can apply,interior solution,0-1 yrs,2-3.75 lacs pa,bengaluruhoskote,catia solid works autocad mechanical design solid application production design,https://www.naukri.com/job-listings-pre-production-engineer-bangalore-hoskote-fresher-can-apply-manpowergroup-services-india-bengaluru-0-to-1-years-030425017532,['catia solid works autocad mechanical design solid application production design'],0
dot net developer,intelliswift,0-5 yrs,Not Disclosed,bengaluru,analytical skills front end pdf web technologies c cloud corporate mvc,https://www.naukri.com/job-listings-dot-net-developer-intelliswift-software-india-pvt-ltd-bengaluru-0-to-5-years-041224501267,['analytical skills front end pdf web technologies c cloud corporate mvc'],0
engineer,flowserve,0-2 yrs,Not Disclosed,coimbatore,fabrication geometry supervisor cnc programming strategic planning product design management continuous improvement,https://www.naukri.com/job-listings-engineer-flowserve-corporation-pvt-ltd-coimbatore-0-to-2-years-030425501495,['fabrication geometry supervisor cnc programming strategic planning product design management continuous improvement'],0
holography assistant operator,uflex,0-4 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,ncvt repair production preventive maintenance grinding assembling machine operating plant operations,https://www.naukri.com/job-listings-holography-assistant-operator-uflex-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-4-years-030125500890,['ncvt repair production preventive maintenance grinding assembling machine operating plant operations'],0
trainee,softshil infotech,0-1 yrs,Not Disclosed,anand,quality control mechanical engineering production training quality monitoring autocad automobile quality analysis,https://www.naukri.com/job-listings-trainee-softshil-infotech-anand-0-to-1-years-021224500845,['quality control mechanical engineering production training quality monitoring autocad automobile quality analysis'],0
fresher production engineer,job plus hr consultancy,0-5 yrs,4.5-7.5 lacs pa,bhubaneswar kolkata raipur,production and maintenance electrical maintenance maintenance engineering engineering production mechanical production engineering machine maintenance,https://www.naukri.com/job-listings-fresher-production-engineer-plus-hr-consultancy-bhubaneswar-kolkata-raipur-0-to-5-years-100325003055,['production and maintenance electrical maintenance maintenance engineering engineering production mechanical production engineering machine maintenance'],0
junior engineer  component engineering,flex,0-2 yrs,Not Disclosed,coimbatore,health insurance analytical production engineering electronic components diversity and inclusion ms outlook flex electronics,https://www.naukri.com/job-listings-junior-engineer-component-engineering-flextronics-technologies-i-pvt-ltd-coimbatore-0-to-2-years-270325502346,['health insurance analytical production engineering electronic components diversity and inclusion ms outlook flex electronics'],0
job oriented internship  bca  bsc cs  bsc it,irohub infotech,0 yrs,Not Disclosed,hybrid  kochikaloor 2 ernakulamkakkanad,live projects mobile development internship software engineering flutter uiux artificial intelligence testing,https://www.naukri.com/job-listings-oriented-internship-bca-bsc-cs-bsc-it-irohub-infotech-kochi-ernakulam-0-to-0-years-041223006944,['live projects mobile development internship software engineering flutter uiux artificial intelligence testing'],0
technician  component engineering,flex,0-2 yrs,Not Disclosed,coimbatore,order management analytical skills health insurance product engineering conflict resolution production engineering diversity and inclusion flex,https://www.naukri.com/job-listings-technician-component-engineering-flextronics-technologies-i-pvt-ltd-coimbatore-0-to-2-years-280325501466,['order management analytical skills health insurance product engineering conflict resolution production engineering diversity and inclusion flex'],0
executive n  production,asian paints,0-3 yrs,Not Disclosed,patancheruvu,chemistry executive production sap data validation quality control production packaging engineering,https://www.naukri.com/job-listings-executive-n-production-asian-paints-limited-patancheruvu-0-to-3-years-010425004076,['chemistry executive production sap data validation quality control production packaging engineering'],0
mechanicalelectrical fresher engineers,abs placement,0-2 yrs,3-8 lacs pa,nagpur pune mumbai all areas,mechanical engineering electrical maintenance automobile engineering automobile eee mechanical design ece electronics engineering,https://www.naukri.com/job-listings-mechanical-electrical-fresher-engineers-abs-placement-nagpur-pune-mumbai-all-areas-0-to-2-years-080325005315,['mechanical engineering electrical maintenance automobile engineering automobile eee mechanical design ece electronics engineering'],0
junior engineer mpdm,flex,0-4 yrs,Not Disclosed,chennai,plm order management product engineering baan analytical production engineering flex agile,https://www.naukri.com/job-listings-junior-engineer-mpdm-flextronics-technologies-i-pvt-ltd-chennai-0-to-4-years-020425502217,['plm order management product engineering baan analytical production engineering flex agile'],0
technician  component engineering,flex,0-2 yrs,Not Disclosed,chennai,interpersonal skills analytical production engineering electronic components diversity and inclusion flex management ms office,https://www.naukri.com/job-listings-technician-component-engineering-flextronics-technologies-i-pvt-ltd-chennai-0-to-2-years-020425502209,['interpersonal skills analytical production engineering electronic components diversity and inclusion flex management ms office'],0
web designer,ezytm technologies,0-4 yrs,Not Disclosed,jaipur,it services css web technologies html5 consulting javascript programming html,https://www.naukri.com/job-listings-web-designer-ezytm-technologies-jaipur-0-to-4-years-300522508410,['it services css web technologies html5 consulting javascript programming html'],0
internship  trainee,jagluck services,0-1 yrs,Not Disclosed,mumbai,training backend front end intern oops web development design development web designing,https://www.naukri.com/job-listings-internship-trainee-jagluck-services-pvt-ltd-mumbai-0-to-1-years-140225501266,['training backend front end intern oops web development design development web designing'],0
dot net developer,talent corner hr services,0-2 yrs,2-4 lacs pa,navi mumbai,dotnet development angular sql net development dot,https://www.naukri.com/job-listings-dot-net-developer-talent-corner-hr-services-navi-mumbai-0-to-2-years-030425009624,['dotnet development angular sql net development dot'],0
apprentice  operations,startek,0-1 yrs,Not Disclosed,noida,ncvt pharmaceutical quality control mechanical engineering production autocad electrical works apprentice activities,https://www.naukri.com/job-listings-apprentice-operations-startek-noida-0-to-1-years-030425502356,['ncvt pharmaceutical quality control mechanical engineering production autocad electrical works apprentice activities'],0
planning engineer,staffing mart,0-5 yrs,1.5-2 lacs pa,bharuch chandigarh ahmedabad,third party inspection diploma mechanical be mechanical quality control steel fabrication heavy fabrication inward inspection final inspection,https://www.naukri.com/job-listings-planning-engineer-staffing-mart-bharuch-chandigarh-ahmedabad-0-to-5-years-290325006875,['third party inspection diploma mechanical be mechanical quality control steel fabrication heavy fabrication inward inspection final inspection'],0
asp dot net mvc developers,disha consultant,0-1 yrs,Not Disclosed,hyderabad,aspnet net mvc ado dot net development net mvc dot asp,https://www.naukri.com/job-listings-asp-dot-net-mvc-developers-disha-consultant-hyderabad-0-to-1-years-241220501134,['aspnet net mvc ado dot net development net mvc dot asp'],0
associate employer branding,ultratech cement,3-7 yrs,Not Disclosed,mumbai all areas,employer branding recruitment marketing coordination branding recruitment marketing,https://www.naukri.com/job-listings-associate-employer-branding-ultratech-cement-mumbai-all-areas-3-to-7-years-290125014285,['employer branding recruitment marketing coordination branding recruitment marketing'],3
ms architect dot net,hexaware technologies,14-20 yrs,Not Disclosed,mumbai pune chennai,azure paas net core aspnet ms architect microservices microsoft architecture paas,https://www.naukri.com/job-listings-ms-architect-dot-net-hexaware-technologies-mumbai-pune-chennai-14-to-20-years-280125914557,['azure paas net core aspnet ms architect microservices microsoft architecture paas'],14
internship trainee,prop eminence management services opc,0-1 yrs,"6,000-60,000 pa",coimbatore,digital marketing lead generation digital marketing campaign digital online branding content marketing social media campaigns email marketing,https://www.naukri.com/job-listings-internship-trainee-prop-eminence-management-services-opc-coimbatore-0-to-1-years-250325017483,['digital marketing lead generation digital marketing campaign digital online branding content marketing social media campaigns email marketing'],0
dot net mvc internship,kush it world,0-1 yrs,Not Disclosed,saharanpur,computer science front end pdf coding debugging javascript html digital marketing,https://www.naukri.com/job-listings-dot-net-mvc-internship-kush-it-world-saharanpur-0-to-1-years-020425501344,['computer science front end pdf coding debugging javascript html digital marketing'],0
hr associate  employer branding,tech mahindra,4-8 yrs,Not Disclosed,pune,employer branding hrsd branding,https://www.naukri.com/job-listings-hr-associate-employer-branding-tech-mahindra-pune-4-to-8-years-090325002574,['employer branding hrsd branding'],4
production quality and design engineers for automobile industries,ideal job solutions,0-1 yrs,5-6.5 lacs pa,hyderabad chennai bengaluru,automobile autocad solid works design engineering quality control automobile components catia mechanical design,https://www.naukri.com/job-listings-production-quality-and-design-engineers-for-automobile-industries-ideal-solutions-hyderabad-chennai-bengaluru-0-to-1-years-250325029436,['automobile autocad solid works design engineering quality control automobile components catia mechanical design'],0
graduate engineer trainee,p mech consultant,0-1 yrs,Not Disclosed,mumbai navi mumbai pune,mechanical engineering quality control production autocad catia automobile staff development manpower handling,https://www.naukri.com/job-listings-graduate-engineer-trainee-p-mech-consultant-mumbai-navi-mumbai-pune-0-to-1-years-201124511829,['mechanical engineering quality control production autocad catia automobile staff development manpower handling'],0
dot net web developer,doxbird solutions,0-1 yrs,Not Disclosed,ludhiana,computer science ms sql jquery web technologies c javascript net ajax,https://www.naukri.com/job-listings-dot-net-web-developer-doxbird-solutions-ludhiana-0-to-1-years-280823502957,['computer science ms sql jquery web technologies c javascript net ajax'],0
dot net developer  pan india,infosys,2-6 yrs,Not Disclosed,hybrid  hyderabad pune bengaluru,net c adonet aspnet mvc dot pan development,https://www.naukri.com/job-listings-dot-net-developer-pan-india-infosys-hyderabad-pune-bengaluru-2-to-6-years-140325007975,['net c adonet aspnet mvc dot pan development'],2
software developer,shreecom info tech,0-3 yrs,Not Disclosed,pune,web technologies android application development software development life cycle net customer service troubleshooting information technology sdlc,https://www.naukri.com/job-listings-software-developer-shreecom-info-tech-pune-0-to-3-years-310723500254,['web technologies android application development software development life cycle net customer service troubleshooting information technology sdlc'],0
dot net fullstack developer,ey,5-8 yrs,12-19 lacs pa,bengaluru mumbai all areas,net aspnet angular ssms rest api dotnet development web api css,https://www.naukri.com/job-listings-dot-net-fullstack-developer-ey-bengaluru-mumbai-all-areas-5-to-8-years-180325023212,['net aspnet angular ssms rest api dotnet development web api css'],5
dot net developer pan india,infosys,5-10 yrs,Not Disclosed,hybrid  pune bengaluru mumbai all areas,java net dotnet development spring boot dot spring boot development,https://www.naukri.com/job-listings-dot-net-developer-pan-india-infosys-pune-bengaluru-mumbai-all-areas-5-to-10-years-210325023702,['java net dotnet development spring boot dot spring boot development'],5
dot net developer  pan india,infosys,5-8 yrs,Not Disclosed,hybrid  hyderabad pune bengaluru,net java java spring boot spring boot dot spring boot pan,https://www.naukri.com/job-listings-dot-net-developer-pan-india-infosys-hyderabad-pune-bengaluru-5-to-8-years-040325018862,['net java java spring boot spring boot dot spring boot pan'],5
dot net developer bangalore,infosys,3-8 yrs,Not Disclosed,hybrid  hyderabad chennai bengaluru,net c aspnet mvc development dot,https://www.naukri.com/job-listings-dot-net-developer-bangalore-infosys-hyderabad-chennai-bengaluru-3-to-8-years-280325020979,['net c aspnet mvc development dot'],3
dot net developer bangalorehyderabadpune,infosys,3-8 yrs,Not Disclosed,hybrid  hyderabad chennai bengaluru,net c aspnet mvc dot development,https://www.naukri.com/job-listings-dot-net-developer-bangalore-hyderabad-pune-infosys-hyderabad-chennai-bengaluru-3-to-8-years-040425022616,['net c aspnet mvc dot development'],3
senior dot net developer,intellectyx inc,0-5 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,performance tuning jquery front end coding system integration javascript application development seo,https://www.naukri.com/job-listings-senior-dot-net-developer-intellectyx-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-250225501220,['performance tuning jquery front end coding system integration javascript application development seo'],0
marketing intern,social cults,0-3 yrs,Not Disclosed,noida,social media marketing ppc email marketing online marketing wordpress html customer service seo,https://www.naukri.com/job-listings-marketing-intern-social-cults-noida-0-to-3-years-070225507469,['social media marketing ppc email marketing online marketing wordpress html customer service seo'],0
ukus it recruiter,hatigen consulting services,0-3 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,computer science cloud computing lead generation networking staffing consulting resourcing machine learning,https://www.naukri.com/job-listings-uk-us-it-recruiter-hatigen-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-240823502676,['computer science cloud computing lead generation networking staffing consulting resourcing machine learning'],0
dot net fullstack developer,optum,7-12 yrs,Not Disclosed,hyderabad chennai bengaluru,c net angular sql net core azure microsoft azure aspnet,https://www.naukri.com/job-listings-dot-net-fullstack-developer-optum-hyderabad-chennai-bengaluru-7-to-12-years-030425012830,['c net angular sql net core azure microsoft azure aspnet'],7
trade customs classification professional,applied materials,0-1 yrs,Not Disclosed,bengaluru,mechanical production customstrade software gd  t sap industrial production tce unigraphics sap software,https://www.naukri.com/job-listings-trade-customs-classification-professional-applied-materials-india-private-limited-bengaluru-0-to-1-years-220325910887,['mechanical production customstrade software gd  t sap industrial production tce unigraphics sap software'],0
manufacturing engineer,siemens,0-3 yrs,Not Disclosed,thane,ehs performance management lean manufacturing production planning production operations production engineering agile training and development,https://www.naukri.com/job-listings-manufacturing-engineer-siemens-limited-thane-0-to-3-years-140524501288,['ehs performance management lean manufacturing production planning production operations production engineering agile training and development'],0
get  det,green mobility automotive applications essar group,0-5 yrs,2-3 lacs pa,sriperumbudur mappedu kottaiyur,production engineering mechanical engineering production mechanical engineering det,https://www.naukri.com/job-listings-get-det-green-mobility-automotive-applications-essar-group-sriperumbudur-mappedu-kottaiyur-0-to-5-years-240325022000,['production engineering mechanical engineering production mechanical engineering det'],0
dot net freshers,omfys technologies india pvt ltd,0-3 yrs,Not Disclosed,pune,c net aspnet mvc react angular web api ms sql css,https://www.naukri.com/job-listings-dot-net-freshers-omfys-technologies-india-pvt-ltd-pune-0-to-3-years-030425016525,['c net aspnet mvc react angular web api ms sql css'],0
internship  trainee,jagluck services,0-1 yrs,Not Disclosed,pune,training backend front end intern oops web development design development web designing,https://www.naukri.com/job-listings-internship-trainee-jagluck-services-pvt-ltd-pune-0-to-1-years-140225501261,['training backend front end intern oops web development design development web designing'],0
fresher hiring  pre production engineer  bangalore  hoskote,interior solution,0-1 yrs,1.25-3.5 lacs pa,bengaluruhoskote,purchase production solidworks catia autocad 2d drawing 3d drawing 2d,https://www.naukri.com/job-listings-fresher-hiring-pre-production-engineer-bangalore-hoskote-manpowergroup-services-india-bengaluru-0-to-1-years-040325019487,['purchase production solidworks catia autocad 2d drawing 3d drawing 2d'],0
associate  recruiter,artech india,0-1 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,associate  recruiter recruitment,https://www.naukri.com/job-listings-associate-recruiter-artech-india-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-050624500436,['associate  recruiter recruitment'],0
production shift supervisor,siemens,0-5 yrs,Not Disclosed,panaji,automation hvac manager quality assurance process planning power distribution siemens telecommunication monitoring,https://www.naukri.com/job-listings-production-shift-supervisor-siemens-limited-panaji-0-to-5-years-111224503549,['automation hvac manager quality assurance process planning power distribution siemens telecommunication monitoring'],0
web developer i,mouser electronics,0-4 yrs,Not Disclosed,bengaluru,jquery xml web development javascript cms agile wcf microsoft,https://www.naukri.com/job-listings-web-developer-i-mouser-electronics-bengaluru-0-to-4-years-100225501579,['jquery xml web development javascript cms agile wcf microsoft'],0
application engineer iii,amazon,0-6 yrs,Not Disclosed,chennai,unix service level coding production engineering debugging workflow perl troubleshooting,https://www.naukri.com/job-listings-application-engineer-iii-amazon-india-software-dev-centre-pvt-ltd-chennai-0-to-6-years-130225500700,['unix service level coding production engineering debugging workflow perl troubleshooting'],0
application engineer iii,amazon,0-6 yrs,Not Disclosed,chennai,unix service level coding production operations production engineering debugging workflow perl,https://www.naukri.com/job-listings-application-engineer-iii-amazon-india-software-dev-centre-pvt-ltd-chennai-0-to-6-years-220125503461,['unix service level coding production operations production engineering debugging workflow perl'],0
associate engineer,flowserve,0-2 yrs,Not Disclosed,bengaluru,fabrication geometry supervisor cnc programming strategic planning product design management continuous improvement,https://www.naukri.com/job-listings-associate-engineer-flowserve-corporation-pvt-ltd-bengaluru-0-to-2-years-240225501831,['fabrication geometry supervisor cnc programming strategic planning product design management continuous improvement'],0
engineer associate,flowserve,0-2 yrs,Not Disclosed,bengaluru,fabrication geometry pumps cnc programming valves product design project planning continuous improvement,https://www.naukri.com/job-listings-engineer-associate-flowserve-corporation-pvt-ltd-bengaluru-0-to-2-years-240225501833,['fabrication geometry pumps cnc programming valves product design project planning continuous improvement'],0
employer branding assistant,global pueblo solutions,0-1 yrs,Not Disclosed,mohali sas nagar,administration data analysis content management networking social media project management employee engagement project planning,https://www.naukri.com/job-listings-employer-branding-assistant-global-pueblo-solutions-mohali-s-a-s-nagar-0-to-1-years-100723500339,['administration data analysis content management networking social media project management employee engagement project planning'],0
engineersr engineer  dot net,railway signaling  design  engineering solutions,4-9 yrs,7-9.5 lacs pa,bengalurujp nagar,net core postgresql sql sr dot core engineering net core,https://www.naukri.com/job-listings-engineer-sr-engineer-dot-net-teamlease-services-limited-bengaluru-4-to-9-years-020425007071,['net core postgresql sql sr dot core engineering net core'],4
dot net core developer412ypwc ac,pwc service delivery center,4-9 yrs,Not Disclosed,pune chennai bengaluru,net core aspnet core aspnet core mvc dot aspnet net ac core,https://www.naukri.com/job-listings-dot-net-core-developer-4-12y-pwc-ac-pwc-service-delivery-center-pune-chennai-bengaluru-4-to-9-years-250325014025,['net core aspnet core aspnet core mvc dot aspnet net ac core'],4
marketing executivesmba internship  top poster colors bakin paints,gips consultancy,0-5 yrs,"80,000-3 lacs pa",pune mumbai all areas,business development field marketing calling marketing campaigns sales promotion sales trade shows meeting planning,https://www.naukri.com/job-listings-marketing-executives-mba-internship-top-poster-colors-bakin-paints-gips-consultancy-pune-mumbai-all-areas-0-to-5-years-240325003192,['business development field marketing calling marketing campaigns sales promotion sales trade shows meeting planning'],0
internship trainee,texinvento fashion exports,0-4 yrs,"60,000-2.4 lacs pa",new delhikhanpur,cold calling sales lead generation calling cold training generation,https://www.naukri.com/job-listings-internship-trainee-texinvento-fashion-exports-new-delhi-0-to-4-years-290325008586,['cold calling sales lead generation calling cold training generation'],0
software intern freshers,irohub infotech,0 yrs,Not Disclosed,hybrid  kochipadamughal ernakulamkakkanad,uiux ux design software testing digital marketing power bi mobile development artificial intelligence liveproject,https://www.naukri.com/job-listings-software-intern-freshers-irohub-infotech-kochi-ernakulam-0-to-0-years-171024030062,['uiux ux design software testing digital marketing power bi mobile development artificial intelligence liveproject'],0
internship trainee,walkaroo international,0-1 yrs,"50,000-1 lacs pa",coimbatore,internship data management production advanced excel excel management data training,https://www.naukri.com/job-listings-internship-trainee-walkaroo-international-coimbatore-0-to-1-years-270325014921,['internship data management production advanced excel excel management data training'],0
opening for dot net developer fresher andheri,squad infotech private ltd,0 yrs,Not Disclosed,mumbai,net development dot,https://www.naukri.com/job-listings-opening-for-dot-net-developer-fresher-andheri-squad-infotech-private-ltd-mumbai-0-to-0-years-291118600519,['net development dot'],0
internship trainee,visys cloud technologies,0 years,Not Disclosed,remote,marketing research research analysis marketing analytics consumer insights research analysis consumer insight market research,https://www.naukri.com/job-listings-internship-trainee-visys-cloud-technologies-vijayawada-hyderabad-0-to-1-years-270325007768,['marketing research research analysis marketing analytics consumer insights research analysis consumer insight market research'],0
fresher  java  dot net trained candidates required,sairam global technologies,0-1 yrs,3.5-4 lacs pa,bhubaneswar visakhapatnam hyderabad,java dotnet development dotnet javascript spring hibernate spring mvc full stack,https://www.naukri.com/job-listings-fresher-java-dot-net-trained-candidates-required-sairam-global-technologies-bhubaneswar-visakhapatnam-hyderabad-0-to-1-years-270325025564,['java dotnet development dotnet javascript spring hibernate spring mvc full stack'],0
opening for dot net developer fresher mulund,squad infotech private ltd,0 yrs,Not Disclosed,mumbai,c net html aspnet sql dot development,https://www.naukri.com/job-listings-opening-for-dot-net-developer-fresher-mulund-squad-infotech-private-ltd-mumbai-0-to-0-years-291118600580,['c net html aspnet sql dot development'],0
production trainee,prolegion,0-1 yrs,Not Disclosed,chennai,quality control production equipment maintenance equipment autocad material planning production management manpower handling,https://www.naukri.com/job-listings-production-trainee-prolegion-chennai-0-to-1-years-040425500706,['quality control production equipment maintenance equipment autocad material planning production management manpower handling'],0
trainee engineer mechanical department,resolve biotech pvt ltd,0-2 yrs,Not Disclosed,mumbai suburban mumbai all areasandheri east,3d modeling catia 3d printing 3d autocad ansys design engineering mechanical engineering,https://www.naukri.com/job-listings-trainee-engineer-mechanical-department-resolve-biotech-pvt-ltd-mumbai-suburban-mumbai-all-areas-0-to-2-years-180325022323,['3d modeling catia 3d printing 3d autocad ansys design engineering mechanical engineering'],0
mechanical engineer  production  design,colorado,0-3 yrs,2.25-3.75 lacs pa,bengalururajaji nagar,autocad solid works mechanical engineer design production production engineering design engineering mechanical engineering,https://www.naukri.com/job-listings-mechanical-engineer-production-design-colorado-bengaluru-0-to-3-years-130325918256,['autocad solid works mechanical engineer design production production engineering design engineering mechanical engineering'],0
dot net developer  fresher,brilino solutions,0-1 yrs,Not Disclosed,mumbai,ms sql jquery web development debugging consulting javascript html mvc,https://www.naukri.com/job-listings-dot-net-developer-fresher-brilino-solutions-mumbai-0-to-1-years-300724502124,['ms sql jquery web development debugging consulting javascript html mvc'],0
junior talent acquisition mba freshers only,aeries technology,0-1 yrs,Not Disclosed,mumbai bangalore rural mumbai all areas,talent acquisition end to end recruitment recruitment coordinator sourcing shortlisting talent sourcing interviewing recruitment,https://www.naukri.com/job-listings-junior-talent-acquisition-mba-freshers-only-aeries-technology-mumbai-bangalore-rural-mumbai-all-areas-0-to-1-years-110325024420,['talent acquisition end to end recruitment recruitment coordinator sourcing shortlisting talent sourcing interviewing recruitment'],0
executivepurchase,siemens,0-5 yrs,Not Disclosed,aurangabad,procurement material management manager quality assurance demand planning manufacturing process sap pp senior executive analytical,https://www.naukri.com/job-listings-executive-purchase-siemens-limited-aurangabad-0-to-5-years-180225501848,['procurement material management manager quality assurance demand planning manufacturing process sap pp senior executive analytical'],0
dot net developer mvc and core,distinct technology,0-2 yrs,Not Disclosed,nagpur,jquery front end coding debugging javascript agile html mvc,https://www.naukri.com/job-listings-dot-net-developer-mvc-and-core-distinct-technology-nagpur-0-to-2-years-030425503067,['jquery front end coding debugging javascript agile html mvc'],0
software tester,crimson interactive,0-5 yrs,Not Disclosed,mumbai suburban mumbai all areas,selenium webdriver automation testing java qa testing eclipse manual testing qa automation python,https://www.naukri.com/job-listings-software-tester-crimson-interactive-mumbai-suburban-mumbai-all-areas-0-to-5-years-220325005354,['selenium webdriver automation testing java qa testing eclipse manual testing qa automation python'],0
dot net developer,mobitrail,0-2 yrs,Not Disclosed,mumbai all areas,c net core aspnet mvc net mvc web api azure javascript,https://www.naukri.com/job-listings-dot-net-developer-mobitrail-mumbai-all-areas-0-to-2-years-250325013068,['c net core aspnet mvc net mvc web api azure javascript'],0
designer steam turbines service engineering,siemens,8-13 yrs,Not Disclosed,gurugram,service engineering 2d sap autocad proe nx 3d design servicing,https://www.naukri.com/job-listings-designer-steam-turbines-service-engineering-siemens-limited-gurugram-8-to-13-years-030425919769,['service engineering 2d sap autocad proe nx 3d design servicing'],8
dot net developer,harjai computers,0-5 yrs,Not Disclosed,mumbai all areas,web api aspnet dotnet development angular sql dot net development,https://www.naukri.com/job-listings-dot-net-developer-harjai-computers-mumbai-all-areas-0-to-5-years-280325011071,['web api aspnet dotnet development angular sql dot net development'],0
drilling engineer,web solution centre,4-7 yrs,Not Disclosed,mumbai,petroleum engineering drilling drilling engineering oil petroleum contract management project management exploration,https://www.naukri.com/job-listings-drilling-engineer-web-solution-centre-mumbai-4-to-7-years-190325925136,['petroleum engineering drilling drilling engineering oil petroleum contract management project management exploration'],4
opening for dot net developer fresher thane,squad infotech private ltd,0 yrs,Not Disclosed,mumbai,c net html sql dot development,https://www.naukri.com/job-listings-opening-for-dot-net-developer-fresher-thane-squad-infotech-private-ltd-mumbai-0-to-0-years-291118600492,['c net html sql dot development'],0
dot net trainee,teknorix,0-1 yrs,Not Disclosed,panaji vernagoa,object oriented design software design analytical postgresql mysql javascript programming net trainee,https://www.naukri.com/job-listings-dot-net-trainee-teknorix-systems-panaji-verna-goa-0-to-1-years-070920500538,['object oriented design software design analytical postgresql mysql javascript programming net trainee'],0
hr executive  ftm,itc,0-1 yrs,Not Disclosed,kolkata,hr executive media strategy process documentation social media corporate hrbp hr fmcg,https://www.naukri.com/job-listings-hr-executive-ftm-itc-ltd-kolkata-0-to-1-years-040325503937,['hr executive media strategy process documentation social media corporate hrbp hr fmcg'],0
dot net developer  fresher,prerak infotech,0-1 yrs,Not Disclosed,mumbai,jquery web technologies xml agile development web development aspnet mvc sql,https://www.naukri.com/job-listings-dot-net-developer-fresher-prerak-infotech-mumbai-0-to-1-years-280622500816,['jquery web technologies xml agile development web development aspnet mvc sql'],0
software trainee asp dot net,mayank soft,0-2 yrs,Not Disclosed,panchkula,pgdca web technologies software trainee javascript manager technology aspnet windows dot,https://www.naukri.com/job-listings-software-trainee-asp-dot-net-mayank-soft-panchkula-0-to-2-years-020424501433,['pgdca web technologies software trainee javascript manager technology aspnet windows dot'],0
technician  mpdm,flex,0-2 yrs,Not Disclosed,chennai,technician bom npi engineering plm software eco process new product introduction software eco,https://www.naukri.com/job-listings-technician-mpdm-flextronics-technologies-i-pvt-ltd-chennai-0-to-2-years-100325920608,['technician bom npi engineering plm software eco process new product introduction software eco'],0
hr intern recruiter or freelancer hr recruiter wfh,career maker consultancy,0-5 yrs,"50,000-3 lacs pa",noida bhopal jabalpur pune lucknow mumbai all areas,it recruitment bpo recruitment bfsi recruitment bpo hiring non it recruitment intership lateral hiring volume hiring,https://www.naukri.com/job-listings-hr-intern-recruiter-or-freelancer-hr-recruiter-wfh-career-maker-consultancy-noida-bhopal-jabalpur-pune-lucknow-mumbai-all-areas-0-to-5-years-200325022234,['it recruitment bpo recruitment bfsi recruitment bpo hiring non it recruitment intership lateral hiring volume hiring'],0
opening for dot net developer trainee  noida,squad infotech private ltd,0 yrs,Not Disclosed,noida,c net mvc sql server server sql dot serv,https://www.naukri.com/job-listings-opening-for-dot-net-developer-trainee-noida-squad-infotech-private-ltd-noida-0-to-0-years-280120600392,['c net mvc sql server server sql dot serv'],0
trainee mechanical engineer,raj process equipments and system,0-1 yrs,2.5 lacs pa,hybrid  pune,production engineer mechanical engineering production production engineering engineering mechanical training,https://www.naukri.com/job-listings-trainee-mechanical-engineer-raj-process-equipments-and-system-pune-0-to-1-years-030924005324,['production engineer mechanical engineering production production engineering engineering mechanical training'],0
design and production engineer,technik spirits,0-3 yrs,Not Disclosed,ahmedabad,excel autocad time management sheet metal mechanical performance testing design development production department,https://www.naukri.com/job-listings-design-and-production-engineer-technik-spirits-ahmedabad-0-to-3-years-141024502139,['excel autocad time management sheet metal mechanical performance testing design development production department'],0
